Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG
216 N. Mariposa Ave.,90004,10,2020,3,28,10.71%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
107 S. Hewitt St.,90012,14,2020,8,69,11.59%,Transit Oriented Communities (Toc),Market Rate Developments,603,"202, 212, 309, 405, 508","304, 410",,,,,,
11434 W. Pico Blvd.,90064,11,2020,11,102,10.78%,Transit Oriented Communities (Toc),Market Rate Developments,"113, 222, 309, 404, 505","116, 207, 306, 414, 517, ",218,,,,,,
1348 E. 27th St.,90011,9,2020,14,14,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1410 N. Highland Ave.,90028,13,2020,5,49,10.20%,Transit Oriented Communities (Toc),Market Rate Developments,,,,"504, 609","203, 407",301,,,
245 S. Westlake Ave.,90057,1,2020,2,13,15.38%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3641 S. Motor Ave.,90034,5,2020,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"405, 504",302,,,,,,
14554 Moorpark St.,91403,4,2020,1,8,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
10375 W. Washington Blvd.,90232,5,2020,14,139,10.07%,Transit Oriented Communities (Toc),Market Rate Developments,"419, 522","203, 313, 408, 414, 504, 518, 623, 705, 721","212, 302, 617",,,,,,
1517 W. 12th St.,90015,1,2020,6,26,23.08%,Transit Oriented Communities (Toc),Market Rate Developments,"204, 302, 501, 505, 7103",602,,,,,,,
2109 W. 8th St.,90057,1,2020,6,57,10.53%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1317 S. Grand Ave.,90015,14,2020,17,147,11.56%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
8900 S. Ramsgate Ave.,90045,11,2020,6,33,18.18%,Transit Oriented Communities (Toc),Market Rate Developments,,"201, 205, 302, 307, 403, 503",,,,,,,
10918 W. Camarillo St.,91602,2,2020,3,15,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"102, 203, 302",,,,,,,
10431 W. Santa Monica Blvd.,90025,5,2020,5,43,11.63%,Transit Oriented Communities (Toc),Market Rate Developments,109,"101, 205, 306, 408",,,,,,,
1537 S. Wilton Pl.,90019,10,2020,2,21,9.52%,Transit Oriented Communities (Toc),Market Rate Developments,,,303,204,,,,,
977 S. Catalina St.,90006,10,2020,5,49,10.20%,Transit Oriented Communities (Toc),Market Rate Developments,"204, 512","208, 401",313,,,,,,
3217 S. Central Ave.,90011,9,2020,35,35,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3981 W. Melrose Ave.,90029,13,2020,4,37,10.81%,Transit Oriented Communities (Toc),Market Rate Developments,,,"2.8, 3.2, 4.7, 5.8",,,,,,
3910 S. Normandie Ave.,90037,8,2020,3,9,33.33%,Transit Oriented Communities (Toc),Market Rate Developments,,"4, 5, 7",,,,,,,
1157 S. Hoover St.,90006,1,2020,6,48,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,"204, 207, 305, 312, 408, 510",,,,,,,,
3123 S. Livonia Ave.,90034,5,2020,3,29,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,"206, 304",103,,,,,,
14790 W. Polk St.,91342,7,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
1917 W. 54th St.,90062,14,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
6640 N. Irvine Ave.,91606,2,2020,1,6,16.67%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,6,,,,,,
748.5 N. La Jolla Ave.,90046,14,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
10726 N. Sutter Ave.,91331,7,2020,1,8,12.50%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
2496 N. Gower St.,90068,4,2020,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
1414  E. 110th St.,90059,15,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
510 E. 60th St.,90003,9,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,512 1/2,,,,,
5411 S. 2nd Ave.,90043,8,2020,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
203 W. 65th St.,90003,14,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
1521-23 E. 52nd St.,90011,9,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
2584 S. Centinela Ave.,90064,11,2020,1,8,12.50%,Unpermitted Dwelling Units (Udu),Market Rate Developments,8,,,,,,,,
448 S. Lorena St,90063,14,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,448 1/2,,,,,,,
3833 N. Portola Ave.,90032,14,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
11820 W. Venice Blvd.,90066,11,2020,1,13,7.69%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
1920 E. Michigan Ave.,90033,14,2020,1,15,6.67%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,107,,,,,,
3057 N. Hollycrest Dr.,90068,4,2020,1,5,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,3055 1/2,,,,,,,
327 N. Normandie Pl,90004,14,2020,1,7,14.29%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,329 1/2,,,,,,,
1922 N. Preston Ave.,90026,13,2020,3,8,37.50%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,"1920, 1922 1/4, 1922 3/4",,,,,,,
3582 S. Budlong Ave.,90007,8,2020,1,5,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
912 E. California Ave.,90291,11,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
6400 W. 86th Pl.,90045,11,2020,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
1505 S. Magnolia Ave.,90006,1,2020,1,5,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,,
33 E. Driftwood St.,90292,11,2020,1,20,5.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,4,,,,,,,
1633 N. Edgemont St.,90027,13,2020,24,150,16.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
3170 W. Olympic Blvd.,90006,10,2020,46,252,18.25%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
2020 N. Barranca St.,90031,1,2020,5,100,5.00%,Other Ordinances Or Discretionary,Market Rate Developments,"320, 421","302, 625, 506",,,,,,,
1800 E. 7th St.,90021,14,2020,14,122,11.48%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
350 S. Hill St.,90013,14,2020,87,428,20.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1437 E. 25th St.,90011,9,2020,3,3,100.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
6569 N. Van Nuys Ave.,91401,6,2020,10,174,5.75%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
355 S. Kingsley Dr.,90020,10,2020,3,19,15.79%,Other Ordinances Or Discretionary,Market Rate Developments,,,"204, 301, 402",,,,,,
5050 N. Bakman Ave.,91601,2,2020,39,40,97.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1421 W. Adams Blvd.,90007,8,2020,5,45,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,109,408,"201, 307, 502",,,,,,
15630 W. Vanowen St.,91406,6,2020,2,30,6.67%,Other Ordinances Or Discretionary,Market Rate Developments,,"101, 211",,,,,,,
8811 N. Sepulveda Blvd.,91343,6,2020,352,356,98.88%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
2062 E. 99th Pl.,90002,15,2020,77,80,96.25%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
718 E. Rose Ave.,90291,11,2020,34,35,97.14%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
12665 N. San Fernando Rd.,91342,7,2020,55,56,98.21%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
9500 S. Compton Ave.,90002,15,2020,24,25,96.00%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4347 W. Adams Blvd.,90018,10,2020,47,48,97.92%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
7219 N. Canby Ave.,91335,3,2020,25,26,96.15%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4314 W. Adams Blvd.,90018,10,2020,37,38,97.37%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6329 N. Clybourn Ave.,91606,2,2020,101,103,98.06%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
3200 W. Temple St.,90026,13,2020,63,64,98.44%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
283 W. Imperial Highway,90061,8,2020,53,54,98.15%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
12003 S. Main St.,90061,15,2020,55,56,98.21%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
424 N. Firmin St.,90026,1,2020,63,64,98.44%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1230 W. Ingraham St.,90017,1,2020,120,121,99.17%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
720 W. Washington Blvd.,90015,1,2020,121,122,99.18%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6501 S. Crenshaw Blvd.,90043,8,2020,97,98,98.98%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
5138 South Broadway,90037,9,2020,48,49,97.96%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1035 S. Berendo St.,90006,10,2020,41,42,97.62%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
923 S. Kenmore Ave.,90006,10,2020,74,75,98.67%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6712 S. Main St.,90003,9,2020,7,60,11.67%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),"211, 220, 315","308, 404, 407, 414",,,,,,,
6700 S. Main St.,90003,9,2020,51,52,98.08%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1630 Schrader Blvd.,90028,13,2020,35,152,23.03%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
456 W. 9th St.,90731,14,2020,90,91,98.90%,Parking Reduction Only (Density Bonus Ordinance),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
11408 S. Central Ave.,90059,15,2020,63,64,98.44%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
2851 E. Chaucer St.,90065,1,2020,41,42,97.62%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4723 S. Normandie Ave.,90037,8,2020,42,43,97.67%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4200 W. Pico Blvd.,90019,10,2020,53,54,98.15%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6940 N. Owensmouth Ave.,91303,3,2020,79,80,98.75%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1540 E. Industrial St.,90021,14,2020,53,475,11.16%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
9502 N. Van Nuys Blvd.,91402,6,2020,48,49,97.96%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
200 E. Washington Blvd.,90015,9,2020,22,105,20.95%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,"101, 102, 106, 108, 115, 209, 212, 216, 219, 222, 229, 310, 314, 318, 320, 328, 409, 412, 416, 419, 422, 429",,,,,,,
7520 W. Sunset Blvd.,90046,13,2021,20,200,10.00%,Density Bonus,Market Rate Developments,"425, 521, 524, 414, 444, 529, 546, 550","303, 313, 418, 207, 211, 301, 309, 321,452","209, 227, 227",,,,,,
4706 S. Centinela Ave.,90066,11,2021,2,18,11.11%,Density Bonus,Market Rate Developments,,"101, 305",,,,,,,
1800 W. Beverly Blvd.,90057,1,2021,21,243,8.64%,Density Bonus,Market Rate Developments,"407, 553, 645","304, 330, 337, 348, 352, 410, 420, 429, 444, 522, 543, 559, 604, 621, 627, 564, ","425, 536",,,,,,
696 S. New Hampshire Ave.,90005,10,2021,37,375,9.87%,Density Bonus,Market Rate Developments,"908, 1308, 1412, 1713, 1916, 2111, 2216, 2312","1023, 1618, 1823, 2020, 2518, 2723, 2822, 2920, 3018, 3123, 3221, 3323, 3418, 3512","910, 1019, 1110, 1219, 1310, 1519, 1708, 1810, 2411, 2610, ","1107, 1217, 1407, 1517, 1607",,,,,
4242 S. Crenshaw Blvd.,90008,10,2021,14,124,11.29%,Density Bonus,Market Rate Developments,"218, 314","206, 325, 326, 410, 424, 530","217, 221, 305, 415, 427, 501",,,,,,
145 N. Edinburgh Ave.,90048,5,2021,8,58,13.79%,Density Bonus,Market Rate Developments,"210, 306, 404, 408, 505, 511","214, 313",,,,,,,
10555 W. Bloomfield St.,91602,2,2021,11,57,19.30%,Density Bonus,Market Rate Developments,,"102, 115, 203, 213, 301, 308, 405, 409","111, 20, 311",,,,,,
3710 W. Don Felipe Dr.,90008,8,2021,6,64,9.38%,Density Bonus,Market Rate Developments,,"208, 315, 317, 405, 414",216,,,,,,
4225 S. Broadway Ave.,90037,9,2021,87,87,100.00%,Density Bonus,Market Rate Developments,,,,,,,,,
2683 W. San Marino St.,90006,1,2021,2,23,8.70%,Density Bonus,Market Rate Developments,,"202, 405",,,,,,,
942 N. Broadway,90012,1,2021,9,178,5.06%,Density Bonus,Market Rate Developments,,"806, 901, 1008, 1101, 1209, ","405, 512, 607, 710",,,,,,
13716 W. Victory Blvd.,91401,2,2021,4,32,12.50%,Density Bonus,Market Rate Developments,,"203, 506","305, 401",,,,,,
5308 N. Auckland Ave.,91601,2,2021,4,14,28.57%,Density Bonus,Market Rate Developments,,,"2, 7, 10, 14",,,,,,
9900 W. Venice Blvd,90232,5,2021,6,54,11.11%,Density Bonus,Market Rate Developments,,,,,,,,,
6220 W. Selma Ave.,90028,13,2021,20,276,7.25%,Density Bonus,Market Rate Developments,,,,,,,,,
5120 N. Cahuenga Blvd.,91601,2,2021,1,7,14.29%,Density Bonus,Market Rate Developments,,,107,,,,,,
20247 W. Saticoy St.,91306,3,2021,4,43,9.30%,Density Bonus,Market Rate Developments,,,,,,,,,
7510 N. Sepulveda Blvd.,91405,5,2021,2,17,11.76%,Density Bonus,Market Rate Developments,,,,,,,,,
12140 W. Hart St.,91605,2,2021,1,12,8.33%,Density Bonus,Market Rate Developments,,,,,,,,,
11568 W. Pico Blvd.,90064,11,2021,3,30,10.00%,Density Bonus,Market Rate Developments,,,,,,,,,
7130 S. Kitthawk Ave.,90045,11,2021,2,17,11.76%,Density Bonus,Market Rate Developments,,,,,,,,,
5814 W. La Mirada Ave.,90038,13,2021,1,13,7.69%,Density Bonus,Market Rate Developments,,,,,,,,,
13853 W. Victory Blvd.,91401,2,2021,4,24,16.67%,Density Bonus,Market Rate Developments,,,"107, 205","101, 302",,,,,
1222 N. Beachwood Dr.,90038,13,2021,3,11,27.27%,Density Bonus,Market Rate Developments,,"201, 302",204,,,,,,
8218 N. Sepulveda Pl.,91402,6,2021,3,26,11.54%,Density Bonus,Market Rate Developments,,"210, 404",309,,,,,,
4818 N. Sepulveda Blvd.,91403,5,2021,4,36,11.11%,Density Bonus,Market Rate Developments,,311,"204, 209, 407",,,,,,
10310 W. Santa Monica Blvd.,90025,5,2021,11,91,12.09%,Density Bonus,Market Rate Developments,,,,,,,,,
1530 S. Hayworth Ave.,90035,10,2021,1,12,8.33%,Density Bonus,Market Rate Developments,,103,,,,,,,
1134 S. Harvard Blvd.,90006,10,2021,2,11,18.18%,Density Bonus,Market Rate Developments,,,,,,,,,
3610 W. Stocker St.,90008,8,2021,6,64,9.38%,Density Bonus,Market Rate Developments,"305, 316, 410","409, 513, 603",,,,,,,
11675 W. Oxnard St.,91606,2,2021,2,9,22.22%,Density Bonus,Market Rate Developments,,,,,,,,,
2261 W. 14th St.,90006,1,2021,2,25,8.00%,Density Bonus,Market Rate Developments,,,,,,,,,
12136 W. Vanowen St.,91606,2,2021,2,9,22.22%,Density Bonus,Market Rate Developments,,,,,,,,,
11600 W. National Blvd.,90064,11,2021,2,15,13.33%,Density Bonus,Market Rate Developments,,,,,,,,,
14824 W. Delano St.,91411,6,2021,2,2,100.00%,Density Bonus,Market Rate Developments,,"202, 304",,,,,,,
2304 S. Ridgeley Dr.,90016,10,2021,1,10,10.00%,Density Bonus,Market Rate Developments,,6,,,,,,,
10824 W. Blix St.,91602,2,2021,3,23,13.04%,Density Bonus,Market Rate Developments,,"106, 202, 303",,,,,,,
12035 W. Runnymede St.,91605,2,2021,3,25,12.00%,Density Bonus,Market Rate Developments,,"102, 205, 306",,,,,,,
3001 W. Beverly Blvd.,90057,13,2021,4,46,8.70%,Transit Oriented Communities (Toc),Market Rate Developments,311,"306, 403, 506",,,,,,,
731 N. Fairfax Ave.,90036,5,2021,4,43,9.30%,Transit Oriented Communities (Toc),Market Rate Developments,"204, 407","309, 506",,,,,,,
1426 N. Fuller Ave.,90046,13,2021,2,15,13.33%,Transit Oriented Communities (Toc),Market Rate Developments,,101,202,,,,,,
4643 W. Maubert Ave.,90027,13,2021,17,153,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,320,"202, 325, 415, 431, 525, 529, 615, 631, 733, 829","307, 404, 510, 635, 707, 814",,,,,,
8922 S. Reading Ave.,90045,11,2021,6,30,20.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3773 S. Glendon Ave.,90034,5,2021,9,85,10.59%,Transit Oriented Communities (Toc),Market Rate Developments,"206, 210, 307, 417, 509, 516","215, 318, 415",,,,,,,
1818 S. Norton Ave.,90028,10,2021,3,31,9.68%,Transit Oriented Communities (Toc),Market Rate Developments,,,"202, 305",406,,,,,
200 N. Vermont Ave.,90004,13,2021,49,490,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"5063, 5075, 5089, 6032, 6074, 6087, 6088, 6093, 6097, 6102","1059, 2009, 2022, 2083, 2086, 2092, 3019, 3033, 3034, 3043, 3051, 3071, 3080, 3081, 3084, 4004, 4010, 4015, 4025, 4049, 4053, 4061, 4078, 4082, 5006, 5038, 5041, 5045, 5059, 5108, 6057","47, 55, 1042, 1073, 2021, 2028, 2040, 2070",,,,,,
10400 W. Santa Monica Blvd.,90025,5,2021,12,120,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1275 W. Sunset Blvd.,90026,1,2021,6,75,8.00%,Transit Oriented Communities (Toc),Market Rate Developments,,"114, 213, 312, 411, 510,",108,,,,,,
4512 S. Vermont Ave.,90037,9,2021,14,14,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1600 E. Venice Blvd.,90291,11,2021,7,77,9.09%,Transit Oriented Communities (Toc),Market Rate Developments,209,"108, 201, 320, PH3, PH15",114,,,,,,
154 S. Occidental Blvd.,90057,13,2021,3,36,8.33%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1047 S. Fedora St.,90006,10,2021,5,50,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,"11, 31",1,"7, 41",,,,,,
1303 S. Orange Grove Ave.,90019,10,2021,4,32,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,304,"405, 506, 201",,,,,,
10501 S. Wilmington Ave.,90002,15,2021,26,26,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3801 S. San Pedro St.,90011,9,2021,47,47,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
11001 W. Pico Blvd.,90064,5,2021,9,89,10.11%,Transit Oriented Communities (Toc),Market Rate Developments,"116, 210, 311, 409, 416, 504","208, 317",,221,,,,,
7415 S. Main St.,90003,9,2021,17,17,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
3279 W. San Marino St.,90006,10,2021,3,30,10.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1126 N. Cornwell St.,90033,14,2021,3,31,9.68%,Transit Oriented Communities (Toc),Market Rate Developments,,"209, 304",105,,,,,,
7650 N. Van Nuys Blvd.,91405,2,2021,13,124,10.48%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
401 S. Western Ave.,90020,10,2021,9,73,12.33%,Transit Oriented Communities (Toc),Market Rate Developments,,"2B1, 3H, 4B2, 5K","2M, 3N, 4J, 5N, 6L",,,,,,
1148 N. Berendo St.,90029,13,2021,1,8,12.50%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
1228 S. Fedora St.,90006,1,2021,1,9,11.11%,Transit Oriented Communities (Toc),Market Rate Developments,,,101,,,,,,
1144 W. Florence Ave.,90044,8,2021,15,15,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
509 N. Douglas St.,90026,1,2021,12,12,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
900 N. Ardmore Ave.,90029,13,2021,4,33,12.12%,Transit Oriented Communities (Toc),Market Rate Developments,,,"203, 208, 310, 403",,,,,,
14728 W. Friar St.,91411,6,2021,2,12,16.67%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
5869 S. West Blvd.,90043,8,2021,31,31,100.00%,Transit Oriented Communities (Toc),Market Rate Developments,,,,,,,,,
2821 W. San Marino St.,90006,1,2021,3,29,10.34%,Transit Oriented Communities (Toc),Market Rate Developments,,"205, 401",704,,,,,,
